loan_id,customer_id,loan_amount,interest_rate,term_months,start_date,status
3866,251,14960000,4.17,12,2024-11-29,정상
3867,2610,730000,5.65,6,2024-02-29,연체
3868,5085,7510000,4.85,24,2024-03-24,연체
3869,2205,2470000,4.31,24,2024-07-13,완료
3870,8709,13820000,4.86,12,2024-05-26,정상
3871,1256,730000,5.41,6,2023-06-07,정상
3872,3242,730000,6.26,12,2023-03-25,정상
3873,1180,22220000,4.72,36,2024-12-27,정상
3874,4679,790000,5.61,12,2024-02-28,완료
3875,8674,910000,4.51,6,2024-04-09,완료
3876,7216,4280000,4.57,36,2024-12-05,정상
3877,1176,2480000,5.76,12,2024-11-16,완료
3878,4224,2400000,4.77,12,2023-07-20,정상
3879,2866,11760000,5.0,36,2024-07-22,정상
3880,4088,7110000,4.9,24,2024-12-06,정상
3881,5787,14680000,4.35,12,2023-11-19,연체
3882,7576,4080000,4.77,36,2023-03-18,정상
3883,8182,2760000,5.02,6,2023-10-26,정상
3884,9570,50110000,4.79,60,2023-12-10,정상
3885,8837,4660000,4.86,12,2024-09-30,정상
3886,835,8210000,5.09,12,2023-06-30,정상
3887,1245,3330000,5.18,24,2024-07-04,정상
3888,7388,1610000,5.67,6,2024-04-04,정상
3889,275,3730000,5.51,36,2024-10-28,정상
3890,502,6560000,5.06,12,2023-10-29,정상
3891,4921,730000,5.16,24,2024-09-16,연체
3892,4935,7750000,5.19,12,2024-04-25,정상
3893,5913,8050000,4.83,24,2024-12-09,완료
3894,974,38090000,4.89,24,2024-12-10,정상
3895,4112,730000,4.54,12,2023-10-25,연체
3896,9450,5250000,4.68,12,2023-10-30,정상
3897,7938,930000,6.31,24,2024-09-03,정상
3898,6188,108250000,5.88,36,2023-05-12,정상
3899,4696,11260000,4.52,36,2024-03-16,완료
3900,1885,960000,5.22,6,2023-07-29,정상
3901,4948,1710000,5.55,12,2024-04-24,정상
3902,7535,34420000,5.02,24,2024-11-29,완료
3903,333,860000,5.47,24,2024-02-01,완료
3904,6514,25280000,4.69,24,2024-06-15,연체
3905,5658,730000,6.25,12,2024-01-18,연체
3906,9122,1190000,5.28,6,2023-01-20,정상
3907,2810,12560000,4.86,24,2024-05-20,완료
3908,281,790000,5.65,24,2023-08-14,정상
3909,6972,1700000,5.74,24,2024-05-29,연체
3910,2283,3360000,5.23,12,2023-03-19,완료
3911,6817,27070000,5.26,36,2024-07-23,정상
3912,1296,730000,5.79,12,2024-05-23,연체
3913,3251,5890000,4.87,36,2024-10-02,연체
3914,1869,730000,5.44,24,2024-09-12,정상
3915,8593,830000,5.5,12,2023-01-21,연체
3916,277,25040000,5.1,36,2024-04-26,정상
3917,7508,730000,5.86,6,2024-09-05,정상
3918,8518,9100000,5.73,24,2023-05-05,정상
3919,8335,730000,5.97,12,2024-05-25,완료
3920,2131,730000,5.8,6,2023-02-05,완료
3921,4000,1790000,5.54,12,2024-05-02,연체
3922,6632,38080000,5.46,60,2024-12-20,정상
3923,1095,108250000,5.73,36,2024-11-29,정상
3924,8077,730000,5.39,6,2023-01-02,정상
3925,2401,4170000,4.93,12,2023-10-30,완료
3926,1809,730000,5.61,24,2023-06-15,정상
3927,5923,85480000,5.31,60,2023-02-11,완료
3928,7888,3530000,5.61,36,2023-05-28,정상
3929,2749,920000,5.33,24,2024-09-11,정상
3930,8293,4700000,4.97,24,2024-08-05,정상
3931,3439,4410000,5.38,24,2024-01-23,연체
3932,1983,730000,6.0,12,2024-03-29,정상
3933,6638,900000,4.51,24,2023-09-03,정상
3934,1027,730000,5.37,24,2023-02-12,연체
3935,1460,4470000,5.04,24,2024-06-03,완료
3936,9337,730000,5.78,6,2024-01-24,정상
3937,2003,108250000,4.93,60,2024-01-14,정상
3938,5098,2060000,4.71,24,2023-11-08,정상
3939,8331,730000,5.41,24,2023-09-02,정상
3940,6627,23690000,5.02,24,2024-08-07,정상
3941,9411,5940000,4.23,24,2023-07-17,정상
3942,6642,30870000,4.04,24,2024-10-06,정상
3943,4953,108250000,6.46,24,2024-05-20,정상
3944,7119,44020000,5.43,60,2024-09-21,완료
3945,2733,730000,5.92,6,2024-05-23,정상
3946,2301,4010000,5.6,12,2024-02-20,정상
3947,6379,30730000,4.72,36,2024-09-01,완료
3948,3420,730000,5.28,12,2023-04-23,연체
3949,6439,5430000,5.44,12,2023-09-11,정상
3950,7954,1380000,5.3,6,2024-04-18,정상
3951,6040,8150000,5.09,36,2023-02-03,연체
3952,2023,14700000,4.42,12,2023-09-11,정상
3953,3080,1840000,5.0,12,2023-06-18,정상
3954,4818,11190000,4.51,36,2023-01-30,정상
3955,7304,15800000,4.23,12,2023-05-22,정상
3956,4265,730000,5.53,24,2024-08-14,정상
3957,1469,1690000,5.18,24,2023-11-14,연체
3958,641,6200000,5.19,12,2023-09-25,완료
3959,3695,30000000,4.89,24,2023-02-19,정상
3960,5764,6710000,4.92,24,2023-04-22,완료
3961,7645,4700000,4.9,24,2023-03-24,정상
3962,7685,23980000,5.24,24,2024-04-09,정상
3963,2985,1500000,5.22,12,2024-02-19,정상
3964,4634,1130000,6.08,24,2024-01-28,연체
3965,4267,12410000,4.82,24,2023-08-27,정상
3966,2427,1130000,5.49,24,2023-09-29,연체
3967,1031,730000,5.6,24,2024-09-07,정상
3968,6720,3380000,5.11,24,2023-12-11,연체
3969,762,730000,5.66,12,2024-03-11,정상
3970,3452,14580000,4.95,36,2024-04-27,정상
3971,1718,1190000,6.5,24,2024-07-09,정상
3972,3477,15330000,4.56,24,2023-01-15,정상
3973,5644,2020000,5.59,12,2023-04-06,정상
3974,3807,850000,5.69,12,2023-06-05,완료
3975,2141,870000,5.63,12,2024-11-05,완료
3976,365,730000,6.28,6,2024-05-27,연체
3977,3389,730000,5.71,12,2023-09-06,연체
3978,7279,1850000,4.5,6,2023-08-01,정상
3979,9641,16550000,5.02,24,2024-05-09,정상
3980,1645,2310000,5.34,6,2023-10-30,완료
3981,1277,24520000,4.73,36,2024-04-20,연체
3982,6833,5530000,4.77,12,2023-02-17,정상
3983,8392,730000,5.85,6,2023-08-25,정상
3984,4439,15540000,5.12,24,2023-07-10,완료
3985,7538,40290000,5.49,36,2024-03-24,정상
3986,4340,47010000,5.25,36,2024-11-22,정상
3987,5726,730000,5.36,12,2024-04-06,정상
3988,8727,3040000,4.6,24,2023-01-08,정상
3989,8732,3200000,5.43,24,2023-07-24,정상
3990,4965,730000,6.57,6,2024-11-21,정상
3991,7581,5500000,4.92,12,2024-02-17,완료
3992,4693,890000,5.26,24,2023-06-08,정상
3993,7828,1400000,5.72,12,2023-10-12,연체
3994,4599,1120000,5.28,12,2024-06-01,정상
3995,9863,4130000,4.95,24,2023-02-20,정상
3996,1376,1400000,4.82,12,2024-04-09,정상
3997,2007,730000,5.67,6,2024-04-04,완료
3998,3551,2030000,5.27,24,2023-06-15,정상
3999,7494,1420000,5.4,24,2024-09-27,정상
4000,5050,730000,5.48,6,2024-07-15,연체
4001,9817,2570000,5.48,24,2023-12-20,정상
4002,9604,730000,5.37,12,2023-01-28,정상
4003,5711,3610000,4.77,12,2023-08-31,연체
4004,3280,3730000,4.98,24,2024-11-03,정상
4005,1937,730000,4.19,24,2023-10-14,정상
4006,4928,930000,5.63,12,2023-06-12,연체
4007,3234,1790000,5.66,6,2023-07-31,완료
4008,5821,810000,5.57,6,2023-08-27,정상
4009,2337,730000,6.07,12,2024-11-20,연체
4010,4147,26020000,5.62,24,2024-09-22,정상
4011,3986,730000,5.33,24,2023-11-28,연체
4012,6526,4520000,5.39,24,2024-01-18,정상
4013,8257,730000,4.92,12,2024-03-23,연체
4014,1435,1040000,5.18,12,2023-04-11,정상
4015,248,8500000,4.0,24,2024-10-06,완료
4016,8223,11820000,4.61,36,2024-04-08,연체
4017,9904,730000,5.54,6,2024-06-23,연체
4018,9228,2780000,4.73,6,2023-04-13,정상
4019,5739,13380000,3.91,36,2023-04-08,정상
4020,4441,730000,5.4,12,2024-10-20,연체
4021,7240,4120000,5.02,36,2024-01-28,정상
4022,1505,840000,6.06,12,2023-03-14,정상
4023,8413,5200000,4.6,36,2024-02-18,연체
4024,6573,1060000,5.37,12,2023-12-08,정상
4025,5144,25950000,5.39,36,2024-04-22,정상
4026,6008,1570000,6.28,24,2024-01-07,정상
4027,9460,730000,5.4,6,2023-11-08,연체
4028,7694,6190000,5.05,36,2023-11-26,연체
4029,2892,2140000,5.51,6,2024-10-04,연체
4030,6267,2310000,4.44,6,2023-07-31,정상
4031,2679,2550000,5.5,12,2024-04-06,정상
4032,9981,3120000,4.88,12,2023-10-29,정상
4033,2692,5410000,4.06,12,2023-01-24,정상
4034,4177,4620000,5.36,24,2024-11-14,정상
4035,8105,730000,5.43,24,2024-03-28,연체
4036,4669,2270000,5.03,6,2024-03-05,정상
4037,7447,730000,6.28,12,2024-03-03,연체
4038,3760,730000,5.55,6,2023-10-27,정상
4039,3622,19610000,5.37,36,2023-09-17,정상
4040,3434,730000,4.57,24,2023-06-28,연체
4041,4958,3750000,5.96,36,2024-01-09,정상
4042,1001,1560000,4.79,12,2024-06-22,정상
4043,6403,22830000,4.53,36,2024-03-09,정상
4044,471,900000,5.45,12,2023-09-19,정상
4045,7021,3460000,5.51,24,2023-06-08,정상
4046,9673,730000,6.34,12,2023-10-08,연체
4047,4198,11610000,5.54,12,2023-07-03,정상
4048,6061,770000,5.6,6,2023-10-13,정상
4049,8163,5000000,4.84,12,2023-10-22,정상
4050,6044,7720000,4.83,12,2024-01-06,정상
4051,1334,1850000,5.23,12,2024-07-15,완료
4052,8698,1910000,6.04,12,2023-11-03,연체
4053,3473,730000,5.41,6,2023-09-22,완료
4054,4118,11160000,4.29,12,2023-05-28,완료
4055,957,5290000,5.5,36,2024-04-16,정상
4056,8856,730000,5.67,6,2023-09-12,정상
4057,2046,40980000,5.36,36,2024-01-01,정상
4058,1146,26210000,5.45,36,2023-05-25,정상
4059,2541,1870000,4.96,12,2024-12-19,정상
4060,2622,25630000,5.1,36,2024-02-21,정상
4061,9274,1140000,6.02,12,2023-12-21,정상
4062,901,800000,5.45,6,2024-11-25,연체
4063,9935,730000,4.73,24,2023-04-22,정상
4064,6291,4960000,5.39,12,2023-02-14,연체
4065,3916,730000,5.3,12,2023-09-17,정상
4066,9813,990000,4.71,6,2024-04-28,정상
4067,3686,1980000,5.22,6,2024-02-25,정상
4068,3026,34170000,4.09,60,2023-09-10,완료
4069,3089,14210000,5.32,24,2023-07-14,정상
4070,1778,730000,5.3,12,2023-12-25,연체
4071,1383,29960000,5.49,36,2024-02-23,정상
4072,2039,730000,6.58,12,2023-03-12,정상
4073,7416,9370000,4.95,24,2024-04-15,정상
4074,9424,3120000,4.73,36,2023-10-26,완료
4075,7538,24350000,4.91,24,2024-01-22,완료
4076,2580,730000,5.85,24,2023-12-26,연체
4077,3839,14230000,4.7,24,2023-11-18,정상
4078,9169,730000,5.63,24,2023-09-25,연체
4079,6333,8190000,4.55,12,2024-05-18,정상
4080,6280,730000,6.27,6,2024-03-28,완료
4081,4362,790000,6.52,12,2024-08-07,정상
4082,4632,3070000,5.0,36,2024-05-11,정상
4083,2283,2950000,5.23,24,2023-02-23,정상
4084,1619,860000,5.47,6,2024-08-06,정상
4085,1095,108250000,5.31,24,2023-10-25,정상
4086,4028,2870000,4.85,12,2023-03-17,정상
4087,1870,800000,5.16,6,2023-04-07,정상
4088,4194,8590000,4.02,24,2023-01-04,정상
4089,780,35250000,4.56,24,2023-05-04,정상
4090,8170,730000,5.83,12,2023-07-13,완료
4091,5076,4190000,4.83,36,2024-09-22,정상
4092,1236,3860000,5.31,24,2023-02-25,정상
4093,9075,730000,5.2,12,2024-06-19,정상
4094,7734,45260000,5.75,24,2023-08-14,정상
4095,6881,6550000,5.55,12,2024-10-21,정상
4096,3110,730000,5.3,24,2023-08-23,연체
4097,3316,970000,5.63,24,2024-11-18,정상
4098,8288,5700000,4.92,24,2024-09-02,정상
4099,7017,2010000,4.6,24,2024-04-04,정상
4100,2346,14840000,4.78,36,2023-09-23,완료
4101,2260,72820000,5.44,36,2023-10-30,정상
4102,4955,1920000,5.13,24,2024-10-29,정상
4103,8883,3210000,5.13,12,2023-05-23,정상
4104,2335,1500000,5.66,6,2024-09-03,연체
4105,6779,7930000,5.44,36,2023-09-03,완료
4106,2509,6190000,5.35,36,2023-10-12,완료
4107,8410,730000,6.04,6,2024-12-28,연체
4108,8866,17500000,5.48,36,2024-05-02,정상
4109,2203,42550000,5.46,24,2024-03-21,완료
4110,2128,4110000,5.92,36,2024-01-21,완료
4111,5209,1780000,4.98,24,2024-11-13,정상
4112,7257,11480000,4.91,12,2024-05-16,정상
4113,6158,730000,5.72,12,2023-07-08,정상
4114,4988,3930000,4.95,12,2024-12-26,정상
4115,8681,730000,5.77,24,2024-08-14,연체
4116,8434,850000,5.45,6,2023-03-07,연체
4117,1356,8080000,4.54,12,2023-10-27,완료
4118,8912,2090000,5.05,24,2024-01-10,연체
4119,2917,5180000,4.43,12,2023-03-01,정상
4120,7058,108250000,5.45,36,2024-05-16,정상
4121,2988,73230000,5.51,60,2023-07-31,완료
4122,9475,12910000,5.35,24,2024-10-03,완료
4123,2614,3280000,5.23,12,2023-02-28,정상
4124,9426,730000,5.61,24,2023-02-26,정상
4125,9448,3890000,5.04,24,2023-10-06,정상
4126,631,3900000,5.28,12,2023-08-10,완료
4127,4116,10300000,4.93,36,2024-06-16,정상
4128,3272,850000,5.8,12,2023-09-20,연체
4129,9862,730000,6.58,12,2023-03-09,정상
4130,5959,24310000,4.58,36,2024-03-01,완료
4131,8798,730000,5.16,24,2024-03-15,정상
4132,1936,31360000,4.64,36,2024-10-18,정상
4133,7765,730000,4.98,6,2024-01-31,연체
4134,7497,5690000,4.92,12,2024-05-28,정상
4135,8683,730000,5.92,12,2024-12-18,연체
4136,4381,1250000,5.73,6,2023-04-21,정상
4137,3193,108250000,5.66,24,2023-07-18,완료
4138,4323,7290000,6.02,24,2024-03-19,정상
4139,4872,730000,5.77,12,2024-05-16,완료
4140,2681,730000,5.94,12,2023-09-27,연체
4141,9309,108250000,6.0,24,2023-01-19,정상
4142,3527,14640000,4.77,36,2024-08-17,정상
4143,1357,11290000,4.69,36,2024-05-01,완료
4144,3751,730000,5.11,24,2024-04-12,연체
4145,8130,14970000,4.41,12,2023-06-27,정상
4146,2066,730000,5.56,6,2023-06-01,완료
4147,7498,3050000,5.02,12,2023-07-11,완료
4148,6263,3980000,5.09,24,2023-11-09,완료
4149,5476,4500000,5.43,12,2023-07-22,정상
4150,8788,69790000,4.78,36,2023-10-15,정상
4151,5207,810000,5.95,12,2023-10-19,정상
4152,9646,730000,5.22,6,2024-08-04,정상
4153,4798,4620000,5.98,24,2024-04-02,연체
4154,2706,730000,6.42,24,2023-04-06,정상
4155,700,3600000,5.44,36,2023-07-09,정상
4156,1547,730000,5.85,24,2023-03-04,연체
4157,3141,730000,5.82,24,2024-06-03,연체
4158,6122,38960000,5.08,60,2023-06-01,정상
4159,898,1730000,5.23,6,2023-02-20,정상
4160,7384,730000,5.66,12,2023-04-07,정상
4161,1162,5660000,4.82,12,2023-06-07,정상
4162,6630,3630000,5.03,24,2024-01-19,정상
4163,3333,2010000,4.66,24,2023-11-15,정상
4164,2752,108250000,5.19,36,2023-06-15,정상
4165,22,1080000,5.58,6,2023-12-22,완료
4166,5614,900000,5.63,6,2024-05-22,연체
4167,1856,1860000,4.36,24,2024-07-13,정상
4168,4548,730000,5.52,12,2023-08-25,연체
4169,3703,3400000,5.35,12,2024-03-17,정상
4170,7348,5720000,5.14,24,2024-05-07,정상
4171,5009,1800000,5.61,24,2024-08-18,정상
4172,6076,730000,5.4,24,2023-09-27,정상
4173,997,730000,5.27,24,2024-11-16,정상
4174,9923,1190000,6.09,6,2023-03-07,정상
4175,663,730000,5.97,6,2023-11-24,정상
4176,9982,16780000,4.09,12,2023-06-09,정상
4177,9799,34790000,5.21,60,2023-07-16,정상
4178,8798,1250000,5.47,6,2024-04-11,정상
4179,9886,730000,5.37,24,2023-03-24,연체
4180,8763,3560000,4.69,24,2024-04-29,정상
4181,3623,8270000,5.54,24,2023-09-16,정상
4182,6043,1030000,5.47,6,2023-05-30,정상
4183,4448,3300000,5.38,12,2024-01-07,완료
4184,1546,3790000,6.13,24,2023-08-09,정상
4185,2954,108250000,6.28,60,2024-05-07,정상
4186,5406,5280000,5.19,36,2024-10-16,연체
4187,9448,2610000,4.38,6,2023-10-22,정상
4188,8312,6440000,5.54,36,2024-04-09,정상
4189,5550,7620000,5.92,24,2024-06-28,정상
4190,5557,2120000,5.55,24,2023-05-24,연체
4191,6408,10010000,4.81,12,2023-11-01,완료
4192,7866,730000,5.13,24,2024-08-13,연체
4193,8067,108250000,5.74,60,2024-06-21,정상
4194,3335,1070000,6.58,6,2024-12-12,연체
4195,7965,2560000,5.67,12,2023-11-28,정상
4196,3090,57560000,4.94,60,2023-02-09,정상
4197,5996,730000,5.38,12,2023-10-14,정상
4198,7172,26230000,4.58,60,2024-04-10,정상
4199,2702,2090000,5.13,12,2023-01-07,정상
4200,9724,730000,5.5,24,2024-01-25,연체
4201,1363,1720000,5.51,24,2024-10-11,정상
4202,9066,730000,5.57,12,2023-11-17,정상
4203,8380,7180000,5.17,12,2024-05-29,정상
4204,1654,730000,5.7,6,2024-02-07,정상
4205,1929,2770000,4.83,12,2024-04-28,완료
4206,1392,17910000,3.85,12,2024-11-28,정상
4207,7533,3110000,4.8,36,2024-04-17,정상
4208,1642,730000,5.99,6,2023-10-21,완료
4209,5355,730000,5.92,6,2024-04-20,연체
4210,8430,730000,6.25,12,2023-06-19,연체
4211,4732,3020000,4.94,12,2023-10-20,연체
4212,885,1220000,5.75,12,2023-03-22,정상
4213,177,1330000,5.29,12,2023-09-08,정상
4214,2568,21790000,4.74,24,2024-11-30,완료
4215,446,3530000,5.18,36,2024-11-02,정상
4216,9481,19260000,3.33,36,2023-08-18,정상
4217,1570,1950000,5.13,24,2023-10-15,연체
4218,6710,11340000,4.56,36,2023-12-05,정상
4219,856,8380000,4.32,24,2023-05-08,정상
4220,3878,730000,5.63,6,2024-05-21,연체
4221,2869,730000,4.8,6,2023-04-18,정상
4222,5667,730000,5.87,24,2023-03-04,연체
4223,4776,73670000,5.38,60,2024-09-08,완료
4224,61,25320000,5.01,36,2023-10-05,정상
4225,2712,1120000,5.71,12,2023-11-04,정상
4226,1372,730000,5.18,24,2023-01-09,연체
4227,6232,730000,6.4,24,2023-03-05,연체
4228,7951,730000,4.44,6,2024-10-25,정상
4229,8745,730000,6.44,12,2023-06-30,연체
4230,7069,57410000,4.99,60,2023-07-22,정상
4231,8540,9020000,5.3,12,2023-10-23,정상
4232,3863,3690000,5.12,36,2024-03-15,정상
4233,2564,1670000,5.54,6,2024-09-01,정상
4234,4829,4630000,4.38,24,2024-12-07,정상
4235,9194,730000,6.77,24,2023-05-06,연체
4236,3443,3620000,4.82,12,2024-02-23,완료
4237,5231,1220000,5.58,12,2024-06-14,정상
4238,5186,2130000,5.24,12,2023-11-20,정상
4239,9276,5400000,4.03,12,2023-08-13,완료
4240,9865,14540000,5.42,36,2023-05-26,정상
4241,4513,7180000,4.25,12,2024-04-07,정상
4242,7444,2660000,5.52,12,2023-05-16,정상
4243,8617,2460000,4.58,24,2024-07-19,정상
4244,2838,950000,5.01,12,2024-09-10,정상
4245,9565,730000,5.75,12,2023-03-14,완료
4246,1620,11330000,5.35,36,2024-08-23,정상
4247,6731,730000,5.66,24,2023-08-01,연체
4248,3816,730000,5.59,6,2023-06-01,정상
4249,5539,730000,5.43,12,2023-08-12,정상
4250,300,12330000,5.22,36,2023-07-28,정상
4251,4286,2460000,4.75,6,2023-06-19,정상
4252,1201,62450000,4.71,24,2024-06-23,정상
4253,1879,4380000,4.43,24,2024-08-27,정상
4254,2771,3010000,5.45,36,2024-06-18,연체
4255,4753,2090000,4.93,24,2023-01-18,정상
4256,3278,1330000,5.13,12,2024-02-25,완료
4257,6452,4860000,4.83,36,2023-05-06,완료
4258,8137,5320000,4.34,24,2023-12-13,연체
4259,8404,730000,5.91,24,2024-12-20,연체
4260,845,730000,6.28,24,2024-11-30,연체
4261,4986,9970000,4.84,12,2024-01-13,정상
4262,7772,730000,6.12,12,2024-07-08,연체
4263,9842,2590000,4.69,12,2023-09-05,연체
4264,5807,730000,5.32,6,2024-03-21,연체
4265,2776,4460000,4.63,12,2023-04-19,완료
4266,5308,1310000,4.98,6,2023-06-18,정상
4267,7430,10720000,4.77,24,2023-03-10,정상
4268,9822,10640000,5.22,36,2024-11-03,정상
4269,2213,4490000,5.24,36,2023-03-10,완료
4270,1076,1560000,5.68,12,2023-12-13,연체
4271,2546,46980000,5.16,24,2023-07-06,정상
4272,3600,730000,5.74,12,2024-11-05,정상
4273,2116,13150000,4.65,36,2024-05-08,정상
4274,9083,1550000,5.23,24,2023-04-20,정상
4275,9819,730000,5.91,24,2023-10-03,연체
4276,8093,1250000,5.57,24,2023-05-14,연체
4277,7003,3700000,5.09,36,2023-04-14,정상
4278,9395,39620000,5.39,60,2024-04-12,정상
4279,6748,18150000,5.27,36,2023-01-29,완료
4280,4171,3590000,5.16,12,2023-03-15,정상
4281,4449,4130000,4.68,24,2023-07-28,정상
4282,1297,2800000,4.64,6,2024-02-03,정상
4283,7099,730000,4.6,6,2024-05-08,정상
4284,5765,2750000,4.58,6,2024-05-02,완료
4285,4116,6210000,4.97,12,2023-11-07,정상
4286,1689,108250000,5.42,24,2023-10-03,정상
4287,623,730000,5.89,12,2024-10-03,연체
4288,636,730000,5.52,24,2024-01-07,정상
4289,1814,730000,6.07,24,2023-09-02,연체
4290,3129,13270000,3.93,36,2023-11-21,정상
4291,9986,22240000,4.36,60,2023-09-22,정상
4292,1368,20630000,4.47,36,2024-02-22,정상
4293,7092,730000,5.28,6,2024-10-18,정상
4294,8639,3340000,4.58,24,2024-05-13,정상
4295,2904,730000,5.98,24,2024-01-30,연체
4296,9896,1240000,6.07,6,2024-09-06,정상
4297,3185,2320000,5.36,6,2024-04-19,정상
4298,9936,1520000,5.41,24,2024-12-05,정상
4299,4906,7090000,5.09,36,2023-12-11,정상
4300,6579,730000,5.82,12,2024-08-01,완료
4301,8128,1590000,5.19,6,2024-04-26,완료
4302,5760,730000,5.12,6,2024-08-16,정상
4303,6602,1190000,4.15,12,2024-07-05,정상
4304,8018,2010000,5.78,12,2024-10-31,정상
4305,4572,13430000,5.08,24,2024-10-23,정상
4306,6420,1060000,5.37,6,2024-09-28,정상
4307,53,3420000,5.44,24,2024-09-06,완료
4308,9373,1040000,5.82,6,2024-09-17,완료
4309,4317,9720000,5.23,24,2024-05-25,정상
4310,1256,730000,5.03,24,2023-10-17,연체
4311,1291,1440000,5.94,6,2023-11-11,연체
4312,6189,730000,6.07,6,2023-10-20,연체
4313,8115,2510000,5.32,6,2023-10-14,정상
4314,8045,4140000,4.85,36,2023-09-13,연체
4315,6522,10900000,4.67,36,2023-11-18,정상
4316,9192,730000,5.73,24,2023-05-22,정상
4317,9305,730000,5.86,24,2024-09-16,연체
4318,4356,730000,5.18,24,2023-09-23,정상
4319,4523,1040000,5.37,6,2024-01-16,연체
4320,6647,2610000,5.23,24,2023-09-25,완료
4321,9356,9290000,4.45,12,2024-10-07,연체
4322,2889,8510000,5.12,12,2023-10-23,완료
4323,2428,14700000,5.09,12,2023-10-07,정상
4324,6151,950000,5.27,12,2024-02-18,정상
4325,8444,11060000,4.6,12,2023-09-15,정상
4326,941,1660000,4.9,24,2024-01-09,정상
4327,7031,52370000,4.59,36,2024-12-12,정상
4328,6237,910000,5.45,12,2024-04-28,연체
4329,6563,20310000,5.39,24,2023-11-20,정상
